A	B	Neither	A Not B	B Not A	Both	Log2 Odds Ratio	p-Value	q-Value	Tendency
CSF1R	NRAS	157	3	21	1	1.317	0.405	1.000	Co-occurrence
NOTCH1	NRAS	157	3	21	1	1.317	0.405	1.000	Co-occurrence
FLT3	t(8;21)	107	69	5	1	-1.689	0.408	1.000	Mutual exclusivity
chr5qdel	FLT3	107	5	69	1	-1.689	0.408	1.000	Mutual exclusivity
chr21gain	FLT3	107	5	69	1	-1.689	0.408	1.000	Mutual exclusivity
chr8gain	ETV6	159	18	4	1	1.143	0.428	1.000	Co-occurrence
ATM	DNMT3A	118	6	57	1	-1.535	0.433	1.000	Mutual exclusivity
DNMT3A	PHF6	118	57	6	1	-1.535	0.433	1.000	Mutual exclusivity
chr8gain	DNMT3A	109	15	54	4	-0.894	0.435	1.000	Mutual exclusivity
chr8gain	NPM1	109	15	54	4	-0.894	0.435	1.000	Mutual exclusivity
BCORL1	NF1	163	10	8	1	1.027	0.437	1.000	Co-occurrence
BCORL1	inv(16)	163	10	8	1	1.027	0.437	1.000	Co-occurrence
STAG2	TET2	137	7	35	3	0.746	0.438	1.000	Co-occurrence
KRAS	STAG2	163	9	9	1	1.009	0.440	1.000	Co-occurrence
KIT	KRAS	162	10	9	1	0.848	0.473	1.000	Co-occurrence
ASXL1	chr8gain	141	22	18	1	-1.490	0.475	1.000	Mutual exclusivity
NRAS	RAD21	156	21	4	1	0.893	0.479	1.000	Co-occurrence
PTPN11	SRSF2	161	7	13	1	0.823	0.480	1.000	Co-occurrence
FLT3	NF1	105	68	7	2	-1.181	0.486	1.000	Mutual exclusivity
NF1	RUNX1	161	8	12	1	0.746	0.495	1.000	Co-occurrence
NF1	TP53	161	8	12	1	0.746	0.495	1.000	Co-occurrence
inv(16)	TP53	161	8	12	1	0.746	0.495	1.000	Co-occurrence
ASXL1	MYC	155	22	4	1	0.817	0.495	1.000	Co-occurrence
ASXL1	ETV6	155	22	4	1	0.817	0.495	1.000	Co-occurrence
ASXL1	EZH2	155	22	4	1	0.817	0.495	1.000	Co-occurrence
KRAS	WT1	161	9	11	1	0.702	0.504	1.000	Co-occurrence
BCORL1	KIT	161	10	10	1	0.687	0.506	1.000	Co-occurrence
DNMT3A	KIT	115	56	9	2	-1.132	0.507	1.000	Mutual exclusivity
KIT	NPM1	115	9	56	2	-1.132	0.507	1.000	Mutual exclusivity
chr22gain	TET2	142	2	37	1	0.940	0.507	1.000	Co-occurrence
chr13gain	TET2	142	2	37	1	0.940	0.507	1.000	Co-occurrence
FLT3	STAG2	107	65	5	5	0.719	0.511	1.000	Co-occurrence
chr7loss	IDH2	149	3	29	1	0.776	0.517	1.000	Co-occurrence
CSF3R	FLT3	110	2	70	0	<-3	0.524	1.000	Mutual exclusivity
FLT3	t(15;17)	110	70	2	0	<-3	0.524	1.000	Mutual exclusivity
chr11qdel	FLT3	110	2	70	0	<-3	0.524	1.000	Mutual exclusivity
chr8gain	IDH2	137	15	26	4	0.491	0.524	1.000	Co-occurrence
IDH2	NPM1	105	19	47	11	0.371	0.528	1.000	Co-occurrence
IDH1	TP53	160	9	12	1	0.567	0.533	1.000	Co-occurrence
STAG2	TP53	160	9	12	1	0.567	0.533	1.000	Co-occurrence
RUNX1	STAG2	160	12	9	1	0.567	0.533	1.000	Co-occurrence
CDKN2A	DNMT3A	123	1	57	1	1.110	0.537	1.000	Co-occurrence
DNMT3A	t(15;17)	123	57	1	1	1.110	0.537	1.000	Co-occurrence
BCORL1	WT1	160	10	11	1	0.541	0.538	1.000	Co-occurrence
NRAS	t(8;21)	155	21	5	1	0.562	0.544	1.000	Co-occurrence
chr21gain	NRAS	155	5	21	1	0.562	0.544	1.000	Co-occurrence
ATM	chr8gain	157	6	18	1	0.540	0.544	1.000	Co-occurrence
chr8gain	PHF6	157	18	6	1	0.540	0.544	1.000	Co-occurrence
ASXL1	IDH2	134	18	25	5	0.574	0.546	1.000	Co-occurrence
CBL	DNMT3A	121	3	58	0	<-3	0.552	1.000	Mutual exclusivity
DNMT3A	MYCN	121	58	3	0	<-3	0.552	1.000	Mutual exclusivity
MYCN	NPM1	121	3	58	0	<-3	0.552	1.000	Mutual exclusivity
NPM1	U2AF1	121	58	3	0	<-3	0.552	1.000	Mutual exclusivity
chr22gain	DNMT3A	121	3	58	0	<-3	0.552	1.000	Mutual exclusivity
chr22gain	NPM1	121	3	58	0	<-3	0.552	1.000	Mutual exclusivity
DNMT3A	t(11;19)	121	58	3	0	<-3	0.552	1.000	Mutual exclusivity
NPM1	t(11;19)	121	58	3	0	<-3	0.552	1.000	Mutual exclusivity
chr5loss	NPM1	121	3	58	0	<-3	0.552	1.000	Mutual exclusivity
NPM1	SRSF2	113	55	11	3	-0.836	0.553	1.000	Mutual exclusivity
FLT3	MYCN	111	68	1	2	1.707	0.560	1.000	Co-occurrence
FLT3	HNRNPK	111	68	1	2	1.707	0.560	1.000	Co-occurrence
chr13gain	FLT3	111	1	68	2	1.707	0.560	1.000	Co-occurrence
IDH1	SRSF2	159	9	13	1	0.443	0.560	1.000	Co-occurrence
ASXL1	SMC1A	154	22	5	1	0.485	0.561	1.000	Co-occurrence
ASXL1	t(8;21)	154	22	5	1	0.485	0.561	1.000	Co-occurrence
ASXL1	chr5qdel	154	22	5	1	0.485	0.561	1.000	Co-occurrence
ASXL1	chr21gain	154	22	5	1	0.485	0.561	1.000	Co-occurrence
FLT3	RUNX1	105	64	7	6	0.492	0.566	1.000	Co-occurrence
KIT	TP53	159	10	12	1	0.406	0.568	1.000	Co-occurrence
BCORL1	RUNX1	159	10	12	1	0.406	0.568	1.000	Co-occurrence
chr17loss	TET2	140	4	38	0	<-3	0.581	1.000	Mutual exclusivity
ASXL1	TET2	127	17	32	6	0.486	0.583	1.000	Co-occurrence
ETV6	TET2	139	5	38	0	<-3	0.585	1.000	Mutual exclusivity
RAD21	TET2	139	5	38	0	<-3	0.585	1.000	Mutual exclusivity
IDH2	SMC1A	146	30	6	0	<-3	0.591	1.000	Mutual exclusivity
IDH2	t(8;21)	146	30	6	0	<-3	0.591	1.000	Mutual exclusivity
chr21gain	IDH2	146	6	30	0	<-3	0.591	1.000	Mutual exclusivity
IDH2	MYC	147	30	5	0	<-3	0.593	1.000	Mutual exclusivity
EZH2	IDH2	147	5	30	0	<-3	0.593	1.000	Mutual exclusivity
IDH2	RAD21	147	30	5	0	<-3	0.593	1.000	Mutual exclusivity
IDH2	ZRSR2	147	30	5	0	<-3	0.593	1.000	Mutual exclusivity
NPM1	SF3B1	122	56	2	2	1.123	0.593	1.000	Co-occurrence
chr7qdel	DNMT3A	122	2	56	2	1.123	0.593	1.000	Co-occurrence
chr8gain	PTPN11	156	18	7	1	0.308	0.594	1.000	Co-occurrence
ASXL1	ATM	152	23	7	0	<-3	0.598	1.000	Mutual exclusivity
ASXL1	PHF6	152	23	7	0	<-3	0.598	1.000	Mutual exclusivity
ASXL1	BCOR	152	23	7	0	<-3	0.598	1.000	Mutual exclusivity
NRAS	PTPN11	152	22	8	0	<-3	0.598	1.000	Mutual exclusivity
ASXL1	PTPN11	151	23	8	0	<-3	0.599	1.000	Mutual exclusivity
RUNX1	WT1	158	12	11	1	0.259	0.601	1.000	Co-occurrence
ATM	IDH2	145	7	30	0	<-3	0.602	1.000	Mutual exclusivity
RUNX1	TP53	156	13	13	0	<-3	0.603	1.000	Mutual exclusivity
SRSF2	WT1	156	14	12	0	<-3	0.603	1.000	Mutual exclusivity
chr8gain	KIT	152	19	11	0	<-3	0.608	1.000	Mutual exclusivity
BCORL1	chr8gain	152	11	19	0	<-3	0.608	1.000	Mutual exclusivity
IDH1	NRAS	150	10	22	0	<-3	0.612	1.000	Mutual exclusivity
ASXL1	IDH1	151	21	8	2	0.846	0.617	1.000	Co-occurrence
chr8gain	WT1	151	19	12	0	<-3	0.618	1.000	Mutual exclusivity
chr8gain	TP53	152	17	11	2	0.701	0.630	1.000	Co-occurrence
DNMT3A	NRAS	110	50	14	8	0.330	0.632	1.000	Co-occurrence
ASXL1	BCORL1	150	21	9	2	0.667	0.633	1.000	Co-occurrence
ASXL1	DNMT3A	107	17	52	6	-0.461	0.636	1.000	Mutual exclusivity
CSF1R	FLT3	110	2	68	2	0.694	0.639	1.000	Co-occurrence
chr8gain	SRSF2	151	17	12	2	0.566	0.644	1.000	Co-occurrence
FLT3	MYC	108	69	4	1	-1.354	0.650	1.000	Mutual exclusivity
ETV6	FLT3	108	4	69	1	-1.354	0.650	1.000	Mutual exclusivity
EZH2	FLT3	108	4	69	1	-1.354	0.650	1.000	Mutual exclusivity
FLT3	RAD21	108	69	4	1	-1.354	0.650	1.000	Mutual exclusivity
FLT3	ZRSR2	108	69	4	1	-1.354	0.650	1.000	Mutual exclusivity
FLT3	JAK2	108	69	4	1	-1.354	0.650	1.000	Mutual exclusivity
DNMT3A	ETV6	121	56	3	2	0.527	0.654	1.000	Co-occurrence
NPM1	RAD21	121	56	3	2	0.527	0.654	1.000	Co-occurrence
DNMT3A	SMC1A	119	57	5	1	-1.260	0.666	1.000	Mutual exclusivity
DNMT3A	t(8;21)	119	57	5	1	-1.260	0.666	1.000	Mutual exclusivity
chr5qdel	DNMT3A	119	5	57	1	-1.260	0.666	1.000	Mutual exclusivity
IDH2	STAG2	144	28	8	2	0.363	0.671	1.000	Co-occurrence
IDH2	KRAS	144	28	8	2	0.363	0.671	1.000	Co-occurrence
FLT3	IDH2	92	60	20	10	-0.383	0.682	1.000	Mutual exclusivity
inv(16)	TET2	136	8	37	1	-1.122	0.687	1.000	Mutual exclusivity
IDH1	TET2	135	9	37	1	-1.303	0.690	1.000	Mutual exclusivity
IDH2	KIT	142	29	10	1	-1.030	0.695	1.000	Mutual exclusivity
BCORL1	IDH2	142	10	29	1	-1.030	0.695	1.000	Mutual exclusivity
BCOR	FLT3	107	5	68	2	-0.668	0.709	1.000	Mutual exclusivity
DNMT3A	PTPN11	119	55	5	3	0.376	0.711	1.000	Co-occurrence
BCORL1	FLT3	106	6	65	5	0.443	0.751	1.000	Co-occurrence
NPM1	NRAS	108	52	16	6	-0.361	0.808	1.000	Mutual exclusivity
DNMT3A	IDH2	104	48	20	10	0.115	0.833	1.000	Co-occurrence
MYCN	SF3B1	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	SF3B1	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
CBL	CSF1R	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	MYCN	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	CSF1R	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
CBL	NOTCH1	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	NOTCH1	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	NOTCH1	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	U2AF1	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr17loss	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	MYCN	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	chr17loss	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	U2AF1	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	HNRNPK	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	chr22gain	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr7loss	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	MYCN	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	chr7loss	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	HNRNPK	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
chr22gain	chr7loss	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	t(11;19)	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	chr7qdel	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	MYCN	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	chr7qdel	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr22gain	chr7qdel	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	t(11;19)	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
chr5loss	chr7qdel	175	3	4	0	<-3	1.000	1.000	Mutual exclusivity
CBL	MYC	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
CBL	ETV6	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	MYCN	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	MYCN	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	MYC	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	ETV6	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
CBL	EZH2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	MYCN	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	EZH2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
CBL	RAD21	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	RAD21	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	RAD21	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	U2AF1	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	U2AF1	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	U2AF1	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	U2AF1	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	ZRSR2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	ZRSR2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	ZRSR2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
HNRNPK	MYC	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	HNRNPK	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	HNRNPK	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
HNRNPK	RAD21	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
HNRNPK	ZRSR2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
CBL	JAK2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	MYCN	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	JAK2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	U2AF1	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
chr22gain	MYC	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
chr22gain	ETV6	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
chr22gain	EZH2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
chr22gain	RAD21	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
chr22gain	ZRSR2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
chr22gain	JAK2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	t(11;19)	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	t(11;19)	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	t(11;19)	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	t(11;19)	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
t(11;19)	ZRSR2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	t(11;19)	174	5	3	0	<-3	1.000	1.000	Mutual exclusivity
chr5loss	MYC	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
chr5loss	ETV6	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
chr5loss	RAD21	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
chr5loss	ZRSR2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
chr5loss	JAK2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
chr13gain	MYC	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
chr13gain	ETV6	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
chr13gain	EZH2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
chr13gain	RAD21	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
chr13gain	ZRSR2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
chr13gain	JAK2	174	3	5	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	PTPN11	170	4	8	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	PTPN11	170	4	8	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	SF3B1	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	NOTCH1	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	SF3B1	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	CSF1R	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	NOTCH1	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	SF3B1	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	CSF1R	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	NOTCH1	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	chr7loss	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	SF3B1	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	CSF1R	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	NOTCH1	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	chr7qdel	174	4	4	0	<-3	1.000	1.000	Mutual exclusivity
MYC	SF3B1	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	SF3B1	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	SF3B1	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	MYC	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	ETV6	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	EZH2	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	SF3B1	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
MYC	NOTCH1	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	NOTCH1	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	RAD21	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	ZRSR2	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	ZRSR2	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	SF3B1	173	5	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	JAK2	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	MYC	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	ETV6	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	RAD21	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	ZRSR2	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	JAK2	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	MYC	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	ETV6	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	EZH2	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	RAD21	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	ZRSR2	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	JAK2	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	MYC	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	ETV6	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	EZH2	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	RAD21	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	ZRSR2	173	4	5	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	chr8gain	159	4	19	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	chr8gain	159	4	19	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	chr8gain	159	4	19	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	SF3B1	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	CSF1R	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	CSF1R	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	MYD88	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	NOTCH2	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	U2AF2	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	NOTCH1	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	NOTCH1	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	NOTCH1	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	NOTCH2	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	U2AF2	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	NOTCH1	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	chr17loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	chr17loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	MYD88	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	NOTCH2	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	U2AF2	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	GATA2	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	RIT1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	chr17loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	chr17loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	PRPF40B	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	POT1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	FBXW7	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	IL7R	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	TBL1XR1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	SF1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	t(16;16)	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	chr7loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	chr7loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	MYD88	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	NOTCH2	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	U2AF2	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	GATA2	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	RIT1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	chr7loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	chr7loss	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	PRPF40B	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	POT1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	FBXW7	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	IL7R	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	TBL1XR1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	SF1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	t(16;16)	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	chr7qdel	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	chr7qdel	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	MYD88	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	NOTCH2	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	U2AF2	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	GATA2	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	RIT1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	chr7qdel	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	chr7qdel	177	1	4	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	PRPF40B	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	POT1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	FBXW7	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	IL7R	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	TBL1XR1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	SF1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	t(16;16)	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	SF3B1	155	23	4	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	CSF1R	155	23	4	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr17loss	155	23	4	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr7loss	155	23	4	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr7qdel	155	23	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	CDH2	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	PHF6	174	1	7	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	PHF6	174	1	7	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	PHF6	174	1	7	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	PHF6	174	1	7	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	U2AF2	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	PHF6	174	1	7	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	CDH2	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	BIRC3	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	MYD88	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	NOTCH2	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	U2AF2	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	GATA2	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	RIT1	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	CSF3R	173	7	2	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	PHF6	173	2	7	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	PHF6	173	2	7	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	SETBP1	173	7	2	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	CSF3R	173	7	2	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	MAP2K1	173	7	2	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	SETBP1	173	7	2	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	SF3B1	156	22	4	0	<-3	1.000	1.000	Mutual exclusivity
