"A"	"B"	"Neither"	"A.Not.B"	"B.Not.A"	"Both"	"or"	"pval"	"logor"	"nlp"	"adjp"
"NRAS"	"t(15;17)"	159	21	1	1	7.42082443220655	0.227733592374476	2.00429016046889	0.642572903039556	1
"chr11qdel"	"NRAS"	159	1	21	1	7.42082443220655	0.227733592374476	2.00429016046889	0.642572903039556	1
"DNMT3A"	"TP53"	113	56	11	2	0.368550621746147	0.230907666212599	-0.99817720434203	0.636561648119811	1
"DNMT3A"	"RUNX1"	113	56	11	2	0.368550621746147	0.230907666212599	-0.99817720434203	0.636561648119811	1
"IDH2"	"RUNX1"	143	26	9	4	2.42925962858207	0.233864654653219	0.887586531332343	0.631035410721841	1
"ASXL1"	"SETBP1"	158	22	1	1	7.04608982427777	0.237386922469795	1.95247282810315	0.624543209794412	1
"CBL"	"NPM1"	123	1	56	2	4.35335833788412	0.238629510452715	1.47094757893492	0.622275849708964	1
"BRAF"	"NPM1"	123	1	56	2	4.35335833788412	0.238629510452715	1.47094757893492	0.622275849708964	1
"DNMT3A"	"U2AF1"	123	56	1	2	4.3533583378842	0.238629510452715	1.47094757893494	0.622275849708964	1
"HNRNPK"	"NPM1"	123	1	56	2	4.35335833788412	0.238629510452715	1.47094757893492	0.622275849708964	1
"chr8gain"	"inv(16)"	156	17	7	2	2.60263859326036	0.23866497937667	0.956525773983519	0.622211302733002	1
"chr5qdel"	"PTPN11"	169	5	7	1	4.7477172209628	0.239346676610008	1.55766391746807	0.620972598430435	1
"IDH1"	"MYC"	168	9	4	1	4.5924406122039	0.248595202168468	1.52441160654915	0.604507257399388	1
"EZH2"	"IDH1"	168	4	9	1	4.59244061220367	0.248595202168468	1.5244116065491	0.604507257399388	1
"ETV6"	"KRAS"	168	4	9	1	4.59244061220367	0.248595202168468	1.5244116065491	0.604507257399388	1
"STAG2"	"ZRSR2"	168	9	4	1	4.5924406122039	0.248595202168468	1.52441160654915	0.604507257399388	1
"IDH1"	"JAK2"	168	9	4	1	4.5924406122039	0.248595202168468	1.52441160654915	0.604507257399388	1
"JAK2"	"STAG2"	168	4	9	1	4.59244061220367	0.248595202168468	1.5244116065491	0.604507257399388	1
"ATM"	"FLT3"	106	6	69	1	0.257551284766181	0.252461440035306	-1.35653641456838	0.597804944906555	1
"FLT3"	"PHF6"	106	69	6	1	0.257551284766181	0.252461440035306	-1.35653641456838	0.597804944906555	1
"FLT3"	"SRSF2"	101	67	11	3	0.412912746704626	0.254064422874641	-0.88451897540015	0.595056145776029	1
"chr7loss"	"TP53"	166	3	12	1	4.54092047230769	0.258442132987644	1.51312973870716	0.58763668327596	1
"NF1"	"SMC1A"	168	8	5	1	4.14013286116831	0.265576101554491	1.42072787939192	0.575811008483175	1
"KIT"	"MYC"	167	10	4	1	4.11678836358258	0.270438364896129	1.41507333597279	0.567931698526244	1
"BCORL1"	"MYC"	167	10	4	1	4.11678836358258	0.270438364896129	1.41507333597279	0.567931698526244	1
"BCORL1"	"JAK2"	167	10	4	1	4.11678836358258	0.270438364896129	1.41507333597279	0.567931698526244	1
"ATM"	"PTPN11"	168	6	7	1	3.94597435073982	0.27392182767319	1.37269590751336	0.562373359274651	1
"BCOR"	"PTPN11"	168	6	7	1	3.94597435073982	0.27392182767319	1.37269590751336	0.562373359274651	1
"CSF1R"	"SRSF2"	165	3	13	1	4.17271031977987	0.27599379847906	1.42856578146202	0.559100676328196	1
"NOTCH1"	"SRSF2"	165	3	13	1	4.17271031977987	0.27599379847906	1.42856578146202	0.559100676328196	1
"TET2"	"ZRSR2"	141	36	3	2	2.59414749968293	0.279847578673558	0.953257946144651	0.553078446389061	1
"chr8gain"	"KRAS"	155	17	8	2	2.26565624654274	0.280215906598887	0.817864450543285	0.552507215402684	1
"CBL"	"chr8gain"	161	2	18	1	4.41097696401842	0.283021674458139	1.48409619871479	0.548180303920514	1
"BRAF"	"chr8gain"	161	2	18	1	4.41097696401842	0.283021674458139	1.48409619871479	0.548180303920514	1
"BRAF"	"FLT3"	109	3	70	0	0	0.286017849553761	-Inf	0.543606862952045	1
"FLT3"	"U2AF1"	109	70	3	0	0	0.286017849553761	-Inf	0.543606862952045	1
"chr22gain"	"FLT3"	109	3	70	0	0	0.286017849553761	-Inf	0.543606862952045	1
"chr5loss"	"FLT3"	109	3	70	0	0	0.286017849553761	-Inf	0.543606862952045	1
"STAG2"	"t(8;21)"	167	9	5	1	3.66520950996199	0.291047450633526	1.29888549876942	0.536036200469948	1
"KRAS"	"t(8;21)"	167	9	5	1	3.66520950996199	0.291047450633526	1.29888549876942	0.536036200469948	1
"chr5qdel"	"IDH1"	167	5	9	1	3.66520950996192	0.291047450633526	1.2988854987694	0.536036200469948	1
"MYC"	"WT1"	166	4	11	1	3.72579292065084	0.291770576448873	1.31527969378332	0.53495850658305	1
"FLT3"	"NOTCH1"	108	70	4	0	0	0.299801117635002	-Inf	0.523166752469029	1
"chr17loss"	"FLT3"	108	4	70	0	0	0.299801117635002	-Inf	0.523166752469029	1
"chr7loss"	"FLT3"	108	4	70	0	0	0.299801117635002	-Inf	0.523166752469029	1
"chr7qdel"	"FLT3"	108	4	70	0	0	0.299801117635002	-Inf	0.523166752469029	1
"inv(16)"	"PHF6"	167	8	6	1	3.4394442637611	0.303131869088636	1.23530990710226	0.518368402656582	1
"BCOR"	"inv(16)"	167	6	8	1	3.43944426376123	0.303131869088636	1.2353099071023	0.518368402656582	1
"DNMT3A"	"SF3B1"	120	58	4	0	0	0.308236913656834	-Inf	0.511115352517365	1
"NOTCH1"	"NPM1"	120	4	58	0	0	0.308236913656834	-Inf	0.511115352517365	1
"chr17loss"	"NPM1"	120	4	58	0	0	0.308236913656834	-Inf	0.511115352517365	1
"chr7loss"	"DNMT3A"	120	4	58	0	0	0.308236913656834	-Inf	0.511115352517365	1
"chr7loss"	"NPM1"	120	4	58	0	0	0.308236913656834	-Inf	0.511115352517365	1
"chr7qdel"	"NPM1"	120	4	58	0	0	0.308236913656834	-Inf	0.511115352517365	1
"ETV6"	"RUNX1"	165	4	12	1	3.39966612038455	0.312600853612141	1.22367722691329	0.50500984039701	1
"TP53"	"ZRSR2"	165	12	4	1	3.39966612038453	0.312600853612142	1.22367722691329	0.505009840397008	1
"JAK2"	"TP53"	165	4	12	1	3.39966612038455	0.312600853612141	1.22367722691329	0.50500984039701	1
"JAK2"	"RUNX1"	165	4	12	1	3.39966612038455	0.312600853612141	1.22367722691329	0.50500984039701	1
"BCORL1"	"t(8;21)"	166	10	5	1	3.28454008110261	0.315778353518403	1.18922663638222	0.500617644022843	1
"chr5qdel"	"KIT"	166	5	10	1	3.28454008110263	0.315778353518403	1.18922663638223	0.500617644022843	1
"DNMT3A"	"RIT1"	124	57	0	1	Inf	0.318681318681318	Inf	0.496643394422138	1
"NPM1"	"RIT1"	124	57	0	1	Inf	0.318681318681318	Inf	0.496643394422138	1
"ABL1"	"DNMT3A"	124	0	57	1	Inf	0.318681318681319	Inf	0.496643394422137	1
"ABL1"	"NPM1"	124	0	57	1	Inf	0.318681318681319	Inf	0.496643394422137	1
"BRINP3"	"DNMT3A"	124	0	57	1	Inf	0.318681318681319	Inf	0.496643394422137	1
"BRINP3"	"NPM1"	124	0	57	1	Inf	0.318681318681319	Inf	0.496643394422137	1
"DNMT3A"	"FBXW7"	124	57	0	1	Inf	0.318681318681318	Inf	0.496643394422138	1
"NPM1"	"TBL1XR1"	124	57	0	1	Inf	0.318681318681318	Inf	0.496643394422138	1
"NRAS"	"U2AF1"	158	21	2	1	3.71978384489317	0.322121708862041	1.31366556038531	0.491980005632677	1
"HNRNPK"	"NRAS"	158	2	21	1	3.71978384489319	0.32212170886204	1.31366556038532	0.491980005632679	1
"DNMT3A"	"TET2"	101	43	23	15	1.5281399459967	0.327649599849904	0.424051274244607	0.484590358100288	1
"DNMT3A"	"MYC"	122	55	2	3	3.30296786800308	0.328792213163038	1.19482141823632	0.483078476473743	1
"DNMT3A"	"RAD21"	122	55	2	3	3.30296786800308	0.328792213163038	1.19482141823632	0.483078476473743	1
"BCOR"	"KRAS"	166	6	9	1	3.04420368764872	0.331328845483894	1.11323935223144	0.479740752801565	1
"ATM"	"KRAS"	166	6	9	1	3.04420368764872	0.331328845483894	1.11323935223144	0.479740752801565	1
"SRSF2"	"ZRSR2"	164	13	4	1	3.1228369537358	0.332938106463853	1.13874186872024	0.47763649478068	1
"JAK2"	"SRSF2"	164	4	13	1	3.12283695373588	0.332938106463853	1.13874186872027	0.47763649478068	1
"ASXL1"	"BRAF"	157	22	2	1	3.53039670553468	0.334831926820877	1.26141024580221	0.475173137951616	1
"t(8;21)"	"WT1"	165	5	11	1	2.97201034211878	0.339786130587933	1.089238606701	0.468794352165202	1
"ASXL1"	"NPM1"	106	18	53	5	0.557199183226742	0.341721513722008	-0.5848325029305	0.466327678512812	1
"DNMT3A"	"WT1"	114	56	10	2	0.408834406708491	0.343481723476643	-0.894445078496141	0.464096366623095	1
"chr5qdel"	"TET2"	138	6	38	0	0	0.346425614543491	-Inf	0.460390003942152	1
"ATM"	"TET2"	137	7	38	0	0	0.347809854851562	-Inf	0.458658116850215	1
"PHF6"	"TET2"	137	7	38	0	0	0.347809854851562	-Inf	0.458658116850215	1
"KIT"	"PHF6"	165	10	6	1	2.72691809634303	0.358542206423503	1.00317206906809	0.44545971325166	1
"BCORL1"	"PHF6"	165	10	6	1	2.72691809634303	0.358542206423503	1.00317206906809	0.44545971325166	1
"BCOR"	"KIT"	165	6	10	1	2.72691809634313	0.358542206423503	1.00317206906812	0.44545971325166	1
"IDH2"	"NF1"	143	30	9	0	0	0.35928409090329	-Inf	0.44456201292583	1
"IDH2"	"inv(16)"	143	30	9	0	0	0.35928409090329	-Inf	0.44456201292583	1
"RUNX1"	"SMC1A"	164	12	5	1	2.71089380384295	0.363087796567182	0.997278397430184	0.43998834754152	1
"chr21gain"	"RUNX1"	164	5	12	1	2.71089380384278	0.363087796567182	0.997278397430121	0.43998834754152	1
"ASXL1"	"KIT"	148	23	11	0	0	0.363800338321674	-Inf	0.439136901393569	1
"KIT"	"NRAS"	149	11	22	0	0	0.365110811832407	-Inf	0.437575306328196	1
"IDH1"	"PTPN11"	165	9	7	1	2.59861914043632	0.369538625741957	0.954980204111781	0.432340160598339	1
"NRAS"	"RUNX1"	147	22	13	0	0	0.371992975415122	-Inf	0.429465261105346	1
"IDH1"	"IDH2"	142	10	30	0	0	0.372452304834629	-Inf	0.428929333850853	1
"inv(16)"	"NF1"	165	8	8	1	2.55846876787518	0.373161966973325	0.939408941987086	0.4281026263814	1
"SETBP1"	"TET2"	143	1	37	1	3.826983783791	0.37490134175217	1.34207696911841	0.426083005258575	1
"PTEN"	"TET2"	143	1	37	1	3.826983783791	0.37490134175217	1.34207696911841	0.426083005258575	1
"FLT3"	"NOTCH2"	112	69	0	1	Inf	0.384615384615385	Inf	0.414973347970817	1
"FLT3"	"U2AF2"	112	69	0	1	Inf	0.384615384615385	Inf	0.414973347970817	1
"FLT3"	"GATA2"	112	69	0	1	Inf	0.384615384615385	Inf	0.414973347970817	1
"ABL1"	"FLT3"	112	0	69	1	Inf	0.384615384615385	Inf	0.414973347970817	1
"BRINP3"	"FLT3"	112	0	69	1	Inf	0.384615384615385	Inf	0.414973347970817	1
"FLT3"	"IL7R"	112	69	0	1	Inf	0.384615384615385	Inf	0.414973347970817	1
"chr21gain"	"SRSF2"	163	5	13	1	2.48964141702812	0.385700064144679	0.912138690880637	0.413750288907674	1
"NF1"	"TET2"	138	6	35	3	1.96289022392979	0.397814709842481	0.674417991127332	0.400319162173607	1
"CSF1R"	"NRAS"	157	3	21	1	2.4749364142976	0.405436359169499	0.90621470449774	0.392077306756439	1
"NOTCH1"	"NRAS"	157	3	21	1	2.4749364142976	0.405436359169499	0.90621470449774	0.392077306756439	1
"FLT3"	"t(8;21)"	107	69	5	1	0.31178346310857	0.408426274856042	-1.1654463606201	0.388886326678327	1
"chr5qdel"	"FLT3"	107	5	69	1	0.311783463108571	0.408426274856041	-1.16544636062009	0.388886326678328	1
"chr21gain"	"FLT3"	107	5	69	1	0.311783463108571	0.408426274856041	-1.16544636062009	0.388886326678328	1
"chr8gain"	"ETV6"	159	18	4	1	2.19555669362169	0.427533469280492	0.786435633333328	0.369029881041394	1
"ATM"	"DNMT3A"	118	6	57	1	0.346636919711561	0.433406712070695	-1.05947738772093	0.363104367144736	1
"DNMT3A"	"PHF6"	118	57	6	1	0.346636919711554	0.433406712070695	-1.05947738772095	0.363104367144736	1
"chr8gain"	"DNMT3A"	109	15	54	4	0.539929105935077	0.4353567036564	-0.6163174333479	0.361154763852758	1
"chr8gain"	"NPM1"	109	15	54	4	0.539929105935077	0.4353567036564	-0.6163174333479	0.361154763852758	1
"BCORL1"	"NF1"	163	10	8	1	2.02697707801866	0.43686536164575	0.706545559077685	0.359652388438691	1
"BCORL1"	"inv(16)"	163	10	8	1	2.02697707801866	0.43686536164575	0.706545559077685	0.359652388438691	1
"STAG2"	"TET2"	137	7	35	3	1.67215343345396	0.437603491028564	0.514112276872062	0.358919222030215	1
"KRAS"	"STAG2"	163	9	9	1	2.00218263212452	0.440120475162248	0.694237901569719	0.356428426840064	1
"KIT"	"KRAS"	162	10	9	1	1.79265484426567	0.472671610327233	0.58369767428828	0.325440481573722	1
"ASXL1"	"chr8gain"	141	22	18	1	0.357522578673738	0.475078886526942	-1.02855676171307	0.323234270082993	1
"NRAS"	"RAD21"	156	21	4	1	1.84927163262519	0.47892175298001	0.614791849470786	0.319735436533023	1
"PTPN11"	"SRSF2"	161	7	13	1	1.76233802698913	0.479799645227971	0.566641351900626	0.318940077492806	1
"FLT3"	"NF1"	105	68	7	2	0.442941175772851	0.485756704530074	-0.814318303819651	0.313581196450629	1
"NF1"	"RUNX1"	161	8	12	1	1.6712739750675	0.494747931284638	0.513586194921246	0.305616013055967	1
"NF1"	"TP53"	161	8	12	1	1.6712739750675	0.494747931284638	0.513586194921246	0.305616013055967	1
"inv(16)"	"TP53"	161	8	12	1	1.6712739750675	0.494747931284638	0.513586194921246	0.305616013055967	1
"ASXL1"	"MYC"	155	22	4	1	1.75472045880612	0.495205448199385	0.562309561499432	0.305214585898453	1
"ASXL1"	"ETV6"	155	22	4	1	1.75472045880612	0.495205448199385	0.562309561499432	0.305214585898453	1
"ASXL1"	"EZH2"	155	22	4	1	1.75472045880612	0.495205448199385	0.562309561499432	0.305214585898453	1
"KRAS"	"WT1"	161	9	11	1	1.62102172670295	0.503509527851957	0.483056645935123	0.297992306928876	1
"BCORL1"	"KIT"	161	10	10	1	1.60493679978626	0.506396100364445	0.47308437872647	0.295509647376017	1
"DNMT3A"	"KIT"	115	56	9	2	0.458042676444934	0.506667635754938	-0.780792919198167	0.295276836111825	1
"KIT"	"NPM1"	115	9	56	2	0.458042676444934	0.506667635754938	-0.780792919198167	0.295276836111825	1
"chr22gain"	"TET2"	142	2	37	1	1.91074208915883	0.506866614048935	0.64749169495635	0.295106313652957	1
"chr13gain"	"TET2"	142	2	37	1	1.91074208915883	0.506866614048935	0.64749169495635	0.295106313652957	1
"FLT3"	"STAG2"	107	65	5	5	1.64141227771586	0.511143224006378	0.49555701621222	0.291457392076022	1
"chr7loss"	"IDH2"	149	3	29	1	1.70668599962705	0.51669358039925	0.534553478225621	0.286766934263321	1
"CSF3R"	"FLT3"	110	2	70	0	0	0.524011899702507	-Inf	0.28065885058029	1
"FLT3"	"t(15;17)"	110	70	2	0	0	0.524011899702506	-Inf	0.280658850580291	1
"chr11qdel"	"FLT3"	110	2	70	0	0	0.524011899702507	-Inf	0.28065885058029	1
"chr8gain"	"IDH2"	137	15	26	4	1.40226253202432	0.524165235666195	0.338087026449148	0.280531786249014	1
"IDH2"	"NPM1"	105	19	47	11	1.29146592881147	0.528119389149922	0.255777952107412	0.277267887716499	1
"IDH1"	"TP53"	160	9	12	1	1.4777609973522	0.532714849743018	0.390528102651815	0.273505196829658	1
"STAG2"	"TP53"	160	9	12	1	1.4777609973522	0.532714849743018	0.390528102651815	0.273505196829658	1
"RUNX1"	"STAG2"	160	12	9	1	1.47776099735221	0.532714849743018	0.390528102651822	0.273505196829658	1
"CDKN2A"	"DNMT3A"	123	1	57	1	2.14793430599716	0.537004432032056	0.764506592378719	0.270022129944537	1
"DNMT3A"	"t(15;17)"	123	57	1	1	2.14793430599716	0.537004432032056	0.764506592378719	0.270022129944537	1
"BCORL1"	"WT1"	160	10	11	1	1.45108655574577	0.53814839800182	0.372312624601045	0.269097948224955	1
"NRAS"	"t(8;21)"	155	21	5	1	1.47257054071584	0.543688540745207	0.387009540805916	0.26464982047184	1
"chr21gain"	"NRAS"	155	5	21	1	1.47257054071585	0.543688540745207	0.387009540805923	0.26464982047184	1
"ATM"	"chr8gain"	157	6	18	1	1.45027973254412	0.544151105513992	0.371756456821951	0.26428048416496	1
"chr8gain"	"PHF6"	157	18	6	1	1.45027973254412	0.544151105513992	0.371756456821951	0.26428048416496	1
"ASXL1"	"IDH2"	134	18	25	5	1.48530487725484	0.546090333362938	0.395620055731282	0.262735511075318	1
"CBL"	"DNMT3A"	121	3	58	0	0	0.552437617630988	-Inf	0.257716756282186	1
"DNMT3A"	"MYCN"	121	58	3	0	0	0.552437617630988	-Inf	0.257716756282186	1
"MYCN"	"NPM1"	121	3	58	0	0	0.552437617630988	-Inf	0.257716756282186	1
"NPM1"	"U2AF1"	121	58	3	0	0	0.552437617630988	-Inf	0.257716756282186	1
"chr22gain"	"DNMT3A"	121	3	58	0	0	0.552437617630988	-Inf	0.257716756282186	1
"chr22gain"	"NPM1"	121	3	58	0	0	0.552437617630988	-Inf	0.257716756282186	1
"DNMT3A"	"t(11;19)"	121	58	3	0	0	0.552437617630988	-Inf	0.257716756282186	1
"NPM1"	"t(11;19)"	121	58	3	0	0	0.552437617630988	-Inf	0.257716756282186	1
"chr5loss"	"NPM1"	121	3	58	0	0	0.552437617630988	-Inf	0.257716756282186	1
"NPM1"	"SRSF2"	113	55	11	3	0.561942564350584	0.553271612467357	-0.576355632975527	0.257061612209589	1
"FLT3"	"MYCN"	111	68	1	2	3.24294636284794	0.559711007224819	1.17648228782607	0.252036152214238	1
"FLT3"	"HNRNPK"	111	68	1	2	3.24294636284794	0.559711007224819	1.17648228782607	0.252036152214238	1
"chr13gain"	"FLT3"	111	1	68	2	3.24294636284792	0.559711007224819	1.17648228782606	0.252036152214238	1
"IDH1"	"SRSF2"	159	9	13	1	1.35640134266961	0.560364858633964	0.304835121146186	0.25152910782575	1
"ASXL1"	"SMC1A"	154	22	5	1	1.39709307807745	0.560800220467262	0.334393705168759	0.251191824307274	1
"ASXL1"	"t(8;21)"	154	22	5	1	1.39709307807745	0.560800220467262	0.334393705168759	0.251191824307274	1
"ASXL1"	"chr5qdel"	154	22	5	1	1.39709307807745	0.560800220467262	0.334393705168759	0.251191824307274	1
"ASXL1"	"chr21gain"	154	22	5	1	1.39709307807745	0.560800220467262	0.334393705168759	0.251191824307274	1
"FLT3"	"RUNX1"	105	64	7	6	1.40350322615112	0.566462526541915	0.338971415464198	0.246828814934494	1
"KIT"	"TP53"	159	10	12	1	1.32272016003377	0.568032913425232	0.279690343510616	0.245626499315689	1
"BCORL1"	"RUNX1"	159	10	12	1	1.32272016003377	0.568032913425232	0.279690343510616	0.245626499315689	1
"chr17loss"	"TET2"	140	4	38	0	0	0.581249862209151	-Inf	0.235637137055646	1
"ASXL1"	"TET2"	127	17	32	6	1.39795276322381	0.582929431376144	0.335008854416593	0.234384017143108	1
"ETV6"	"TET2"	139	5	38	0	0	0.58536678772114	-Inf	0.232571922009199	1
"RAD21"	"TET2"	139	5	38	0	0	0.58536678772114	-Inf	0.232571922009199	1
"IDH2"	"SMC1A"	146	30	6	0	0	0.591338696814449	-Inf	0.228163700126398	1
"IDH2"	"t(8;21)"	146	30	6	0	0	0.591338696814449	-Inf	0.228163700126398	1
"chr21gain"	"IDH2"	146	6	30	0	0	0.591338696814449	-Inf	0.228163700126398	1
"IDH2"	"MYC"	147	30	5	0	0	0.592719309325211	-Inf	0.227150924293308	1
"EZH2"	"IDH2"	147	5	30	0	0	0.592719309325211	-Inf	0.227150924293308	1
"IDH2"	"RAD21"	147	30	5	0	0	0.592719309325211	-Inf	0.227150924293308	1
"IDH2"	"ZRSR2"	147	30	5	0	0	0.592719309325211	-Inf	0.227150924293308	1
"NPM1"	"SF3B1"	122	56	2	2	2.16838006134367	0.593276643210284	0.773980373261084	0.226742749125147	1
"chr7qdel"	"DNMT3A"	122	2	56	2	2.16838006134366	0.593276643210283	0.773980373261079	0.226742749125147	1
"chr8gain"	"PTPN11"	156	18	7	1	1.23652639927525	0.593643271201045	0.212306157751628	0.226474450453215	1
"ASXL1"	"ATM"	152	23	7	0	0	0.598232019859256	-Inf	0.2231303454404	1
"ASXL1"	"PHF6"	152	23	7	0	0	0.598232019859256	-Inf	0.2231303454404	1
"ASXL1"	"BCOR"	152	23	7	0	0	0.598232019859256	-Inf	0.2231303454404	1
"NRAS"	"PTPN11"	152	22	8	0	0	0.598445915855782	-Inf	0.222975092553705	1
"ASXL1"	"PTPN11"	151	23	8	0	0	0.598559993720596	-Inf	0.222892313701989	1
"RUNX1"	"WT1"	158	12	11	1	1.19570518881296	0.600872516498168	0.178736127494875	0.221217659867866	1
"ATM"	"IDH2"	145	7	30	0	0	0.601787423316352	-Inf	0.220556892769722	1
"RUNX1"	"TP53"	156	13	13	0	0	0.603220325224649	-Inf	0.219524033543797	1
"SRSF2"	"WT1"	156	14	12	0	0	0.603234217583977	-Inf	0.219514031716487	1
"chr8gain"	"KIT"	152	19	11	0	0	0.60845438699621	-Inf	0.215771973256994	1
"BCORL1"	"chr8gain"	152	11	19	0	0	0.60845438699621	-Inf	0.215771973256994	1
"IDH1"	"NRAS"	150	10	22	0	0	0.61221256972718	-Inf	0.213097757869831	1
"ASXL1"	"IDH1"	151	21	8	2	1.79062629405334	0.617390413256391	0.5825654436032	0.209440118459647	1
"chr8gain"	"WT1"	151	19	12	0	0	0.617821506924531	-Inf	0.209136977588353	1
"chr8gain"	"TP53"	152	17	11	2	1.62056846063952	0.629811420432781	0.482776989322048	0.200789468523278	1
"DNMT3A"	"NRAS"	110	50	14	8	1.25547961838907	0.631806529170446	0.227517665623971	0.199415890352294	1
"ASXL1"	"BCORL1"	150	21	9	2	1.58262813772352	0.632961733647119	0.459086843463389	0.198622544908781	1
"ASXL1"	"DNMT3A"	107	17	52	6	0.727468669545912	0.635909751078907	-0.318184346780125	0.196604515467254	1
"CSF1R"	"FLT3"	110	2	68	2	1.61315614311545	0.639241793629275	0.478192597381375	0.194334838592044	1
"chr8gain"	"SRSF2"	151	17	12	2	1.4767598864645	0.643796696765998	0.389850421927677	0.191251255951088	1
"FLT3"	"MYC"	108	69	4	1	0.393039740180655	0.650388816859831	-0.933844552172606	0.186826934846062	1
"ETV6"	"FLT3"	108	4	69	1	0.393039740180666	0.650388816859831	-0.933844552172578	0.186826934846062	1
"EZH2"	"FLT3"	108	4	69	1	0.393039740180666	0.650388816859831	-0.933844552172578	0.186826934846062	1
"FLT3"	"RAD21"	108	69	4	1	0.393039740180655	0.650388816859831	-0.933844552172606	0.186826934846062	1
"FLT3"	"ZRSR2"	108	69	4	1	0.393039740180655	0.650388816859831	-0.933844552172606	0.186826934846062	1
"FLT3"	"JAK2"	108	69	4	1	0.393039740180655	0.650388816859831	-0.933844552172606	0.186826934846062	1
"DNMT3A"	"ETV6"	121	56	3	2	1.43745564325971	0.654399394862671	0.362874636350475	0.184157110938085	1
"NPM1"	"RAD21"	121	56	3	2	1.43745564325971	0.654399394862671	0.362874636350475	0.184157110938085	1
"DNMT3A"	"SMC1A"	119	57	5	1	0.419212442207973	0.666114669613088	-0.869377465576142	0.176451001920588	1
"DNMT3A"	"t(8;21)"	119	57	5	1	0.419212442207973	0.666114669613088	-0.869377465576142	0.176451001920588	1
"chr5qdel"	"DNMT3A"	119	5	57	1	0.419212442207983	0.666114669613088	-0.869377465576118	0.176451001920588	1
"IDH2"	"STAG2"	144	28	8	2	1.28380390793401	0.670794651716527	0.24982747392737	0.17341040870647	1
"IDH2"	"KRAS"	144	28	8	2	1.28380390793401	0.670794651716527	0.24982747392737	0.17341040870647	1
"FLT3"	"IDH2"	92	60	20	10	0.767763493485389	0.68181861000383	-0.26427354445207	0.166331149027236	1
"inv(16)"	"TET2"	136	8	37	1	0.461060168191743	0.687286235286622	-0.774226727817141	0.162862353892376	1
"IDH1"	"TET2"	135	9	37	1	0.40694483837835	0.690449524814069	-0.899077634964792	0.160868064943383	1
"IDH2"	"KIT"	142	29	10	1	0.491207591646289	0.69471945900457	-0.710888446962673	0.158190536421525	1
"BCORL1"	"IDH2"	142	10	29	1	0.491207591646279	0.69471945900457	-0.710888446962694	0.158190536421525	1
"BCOR"	"FLT3"	107	5	68	2	0.630918977786942	0.708859356926609	-0.460577827558588	0.149439923589443	1
"DNMT3A"	"PTPN11"	119	55	5	3	1.29619573628472	0.711037423156055	0.259433617609926	0.148107540982668	1
"BCORL1"	"FLT3"	106	6	65	5	1.35659309510404	0.751357658700918	0.304976479662871	0.124153282403676	1
"NPM1"	"NRAS"	108	52	16	6	0.779896540652032	0.807939205184835	-0.24859400828569	0.0926213172527582	1
"DNMT3A"	"IDH2"	104	48	20	10	1.08285032078672	0.833384336072294	0.0795967505140871	0.0791546666112799	1
"MYCN"	"SF3B1"	175	3	4	0	0	1	-Inf	0	1
"BRAF"	"SF3B1"	175	3	4	0	0	1	-Inf	0	1
"CBL"	"CSF1R"	175	3	4	0	0	1	-Inf	0	1
"CSF1R"	"MYCN"	175	4	3	0	0	1	-Inf	0	1
"BRAF"	"CSF1R"	175	3	4	0	0	1	-Inf	0	1
"CBL"	"NOTCH1"	175	3	4	0	0	1	-Inf	0	1
"MYCN"	"NOTCH1"	175	3	4	0	0	1	-Inf	0	1
"BRAF"	"NOTCH1"	175	3	4	0	0	1	-Inf	0	1
"NOTCH1"	"U2AF1"	175	4	3	0	0	1	-Inf	0	1
"CBL"	"chr17loss"	175	3	4	0	0	1	-Inf	0	1
"chr17loss"	"MYCN"	175	4	3	0	0	1	-Inf	0	1
"BRAF"	"chr17loss"	175	3	4	0	0	1	-Inf	0	1
"chr17loss"	"U2AF1"	175	4	3	0	0	1	-Inf	0	1
"chr17loss"	"HNRNPK"	175	4	3	0	0	1	-Inf	0	1
"chr17loss"	"chr22gain"	175	4	3	0	0	1	-Inf	0	1
"CBL"	"chr7loss"	175	3	4	0	0	1	-Inf	0	1
"chr7loss"	"MYCN"	175	4	3	0	0	1	-Inf	0	1
"BRAF"	"chr7loss"	175	3	4	0	0	1	-Inf	0	1
"chr7loss"	"HNRNPK"	175	4	3	0	0	1	-Inf	0	1
"chr22gain"	"chr7loss"	175	3	4	0	0	1	-Inf	0	1
"chr7loss"	"t(11;19)"	175	4	3	0	0	1	-Inf	0	1
"CBL"	"chr7qdel"	175	3	4	0	0	1	-Inf	0	1
"chr7qdel"	"MYCN"	175	4	3	0	0	1	-Inf	0	1
"BRAF"	"chr7qdel"	175	3	4	0	0	1	-Inf	0	1
"chr22gain"	"chr7qdel"	175	3	4	0	0	1	-Inf	0	1
"chr7qdel"	"t(11;19)"	175	4	3	0	0	1	-Inf	0	1
"chr5loss"	"chr7qdel"	175	3	4	0	0	1	-Inf	0	1
"CBL"	"MYC"	174	3	5	0	0	1	-Inf	0	1
"CBL"	"ETV6"	174	3	5	0	0	1	-Inf	0	1
"MYC"	"MYCN"	174	5	3	0	0	1	-Inf	0	1
"ETV6"	"MYCN"	174	5	3	0	0	1	-Inf	0	1
"BRAF"	"MYC"	174	3	5	0	0	1	-Inf	0	1
"BRAF"	"ETV6"	174	3	5	0	0	1	-Inf	0	1
