A	B	Neither	A Not B	B Not A	Both	Log2 Odds Ratio	p-Value	q-Value	Tendency
CDH2	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	SF3B1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	MYD88	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	SETBP1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	NOTCH1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	RAD21	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	PHF6	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	MAP2K1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF1	SF3B1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF1	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF1	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	SF3B1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	MYD88	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	SETBP1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	NOTCH1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	RAD21	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	EZH2	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	PHF6	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	MAP2K1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	chr17loss	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	SF3B1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	MYD88	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	SETBP1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	NOTCH1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	PHF6	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	MAP2K1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
t(11;19)	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF1	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF1	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
t(11;19)	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	SF3B1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	MYD88	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	SETBP1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	NOTCH1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	RAD21	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	EZH2	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	PHF6	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	MAP2K1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	WT1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	PRPF40B	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	MPL	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	SMC1A	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	KRAS	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	FBXW7	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	IL7R	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	SF1	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	chr5qdel	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	inv(16)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	t(11;19)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	t(8;21)	117	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	TP53	110	4	5	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	TP53	110	4	5	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	TP53	112	2	5	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	TP53	112	2	5	0	<-3	1.000	1.000	Mutual exclusivity
CBL	TP53	112	2	5	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	TP53	112	2	5	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	TP53	112	2	5	0	<-3	1.000	1.000	Mutual exclusivity
TP53	ZRSR2	112	5	2	0	<-3	1.000	1.000	Mutual exclusivity
FLT3	SRSF2	101	9	9	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	BCOR	101	15	3	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	CSF1R	101	15	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	DNMT3A	87	2	30	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	MYCN	87	30	2	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	NPM1	87	30	2	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	ZRSR2	87	30	2	0	<-3	1.000	1.000	Mutual exclusivity
chr8gain	DNMT3A	87	2	30	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	MYCN	102	15	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	NPM1	102	15	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	MYC	102	15	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	NRAS	102	15	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	CDKN2A	102	15	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	U2AF1	102	15	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	NF1	102	15	2	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	IDH1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	JAK2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	CDH2	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	MYCN	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	NPM1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	SF3B1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	SF3B1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	IDH1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	JAK2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	CBL	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	MYCN	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	NPM1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	MYD88	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	MYD88	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	MYD88	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	MYD88	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	NPM1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	SETBP1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	SETBP1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	SETBP1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	SETBP1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	SETBP1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	NOTCH1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	NOTCH1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	NOTCH1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	NOTCH1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	NPM1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	RAD21	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	RAD21	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	RAD21	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	RAD21	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	RAD21	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	IDH1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	JAK2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	CBL	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	MYCN	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	NPM1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	MYC	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	SF3B1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	MYC	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	MYD88	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	SETBP1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	NOTCH1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	RAD21	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	MYC	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	IDH1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	JAK2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	EZH2	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	MYCN	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	NPM1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	MYC	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	PHF6	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	PHF6	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	PHF6	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	PHF6	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	PHF6	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	PHF6	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	SF3B1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	SETBP1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	RAD21	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	PHF6	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	MAP2K1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	MAP2K1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	MAP2K1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	MYCN	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	NPM1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	MYC	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	WT1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	WT1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	WT1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	WT1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	WT1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
WT1	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	WT1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	WT1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	IDH1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	JAK2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	CBL	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	MYCN	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	NPM1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	MYC	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	CDKN2A	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	SF3B1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	CDKN2A	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	MYD88	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	SETBP1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	NOTCH1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	RAD21	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	CDKN2A	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	EZH2	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	PHF6	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	MAP2K1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	WT1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	CDKN2A	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	PRPF40B	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	PRPF40B	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	PRPF40B	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	PRPF40B	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	PRPF40B	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	PRPF40B	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	PRPF40B	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	MPL	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	MPL	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	MPL	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MPL	MYCN	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MPL	NPM1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MPL	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MPL	MYC	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MPL	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	MPL	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	SMC1A	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	SMC1A	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	SMC1A	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	SMC1A	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	SMC1A	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	SMC1A	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	SMC1A	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	SMC1A	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	WT1	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
MPL	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	KRAS	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	KRAS	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
CBL	KRAS	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	MYCN	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	NPM1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	MYC	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	NRAS	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	KRAS	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	U2AF1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	IDH1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	JAK2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
CBL	FBXW7	116	2	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	MYCN	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	NPM1	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	ZRSR2	116	1	2	0	<-3	1.000	1.000	Mutual exclusivity
